date,site_id,region,utility_provider,rate_class,total_kwh,peak_kw,demand_charge,energy_charge,total_cost
2024-04-03,DC_TX_02,South,Oncor,Industrial Demand,109942.95,5889.35,88206.84,7831.32,96038.16
2024-04-04,DC_TX_02,South,Oncor,Industrial Demand,111034.59,5495.66,107410.54,10064.95,117475.49
2024-04-05,DC_TX_02,South,Oncor,Industrial Demand,108934.57,5103.13,97446.34,7611.64,105057.98
2024-04-06,DC_TX_02,South,Oncor,Industrial Demand,113503.31,5472.66,103383.86,11440.83,114824.69
2024-04-07,DC_TX_02,South,Oncor,Industrial Demand,115784.37,6193.43,111731.52,8407.34,120138.86
2024-04-08,DC_TX_02,South,Oncor,Industrial Demand,111496.48,5892.59,107313.33,10751.0,118064.32
2024-04-09,DC_TX_02,South,Oncor,Industrial Demand,113715.21,5380.08,106941.85,9921.81,116863.65
2024-04-10,DC_TX_02,South,Oncor,Industrial Demand,116890.65,5399.54,70484.72,7976.7,78461.42
2024-04-11,DC_TX_02,South,Oncor,Industrial Demand,114546.06,6030.65,96772.69,8095.61,104868.29
2024-04-12,DC_TX_02,South,Oncor,Industrial Demand,115851.3,6017.32,100626.3,10092.02,110718.32
2024-04-13,DC_TX_02,South,Oncor,Industrial Demand,112144.46,5418.02,94875.47,9896.87,104772.34
2024-04-14,DC_TX_02,South,Oncor,Industrial Demand,116247.92,5944.43,78945.38,11398.82,90344.2
2024-04-15,DC_TX_02,South,Oncor,Industrial Demand,111644.01,5125.7,91297.38,8075.65,99373.03
2024-04-16,DC_TX_02,South,Oncor,Industrial Demand,117594.75,5486.95,100962.98,9416.37,110379.35
2024-04-17,DC_TX_02,South,Oncor,Industrial Demand,108769.65,5488.41,92907.21,10512.97,103420.18
2024-04-18,DC_TX_02,South,Oncor,Industrial Demand,108591.8,5298.72,87078.21,10771.18,97849.39
2024-04-19,DC_TX_02,South,Oncor,Industrial Demand,106541.65,5558.8,99868.72,6580.61,106449.33
2024-04-20,DC_TX_02,South,Oncor,Industrial Demand,108748.49,5852.55,85537.64,8525.56,94063.2
2024-04-21,DC_TX_02,South,Oncor,Industrial Demand,108140.93,5231.86,104483.81,11228.55,115712.36
2024-04-22,DC_TX_02,South,Oncor,Industrial Demand,110590.21,5482.15,104651.88,10628.11,115279.99
2024-04-23,DC_TX_02,South,Oncor,Industrial Demand,113095.68,5552.55,97530.25,9119.03,106649.28
2024-04-24,DC_TX_02,South,Oncor,Industrial Demand,106471.48,5429.68,99654.08,8280.78,107934.86
2024-04-25,DC_TX_02,South,Oncor,Industrial Demand,107459.37,5451.95,93438.87,9031.81,102470.68
2024-04-26,DC_TX_02,South,Oncor,Industrial Demand,107123.62,5427.58,89475.22,9434.83,98910.05
2024-04-27,DC_TX_02,South,Oncor,Industrial Demand,113131.6,5822.95,82444.59,11341.38,93785.97
2024-04-28,DC_TX_02,South,Oncor,Industrial Demand,115584.49,5777.54,72036.78,7380.41,79417.19
2024-04-29,DC_TX_02,South,Oncor,Industrial Demand,110060.67,5764.33,105538.71,10498.03,116036.74
2024-04-30,DC_TX_02,South,Oncor,Industrial Demand,112076.35,5547.97,81142.0,7550.88,88692.88
2024-05-01,DC_TX_02,South,Oncor,Industrial Demand,111109.76,5174.57,86859.26,7892.19,94751.46
2024-05-02,DC_TX_02,South,Oncor,Industrial Demand,114444.56,6197.5,106228.46,12206.16,118434.62
2024-05-03,DC_TX_02,South,Oncor,Industrial Demand,110888.6,5670.27,73411.2,11009.31,84420.5
2024-05-04,DC_TX_02,South,Oncor,Industrial Demand,110718.73,5849.46,96954.62,8768.0,105722.62
2024-05-05,DC_TX_02,South,Oncor,Industrial Demand,112659.39,5336.75,78322.58,8800.02,87122.6
2024-05-06,DC_TX_02,South,Oncor,Industrial Demand,106341.35,4895.42,69439.36,10802.67,80242.04
2024-05-07,DC_TX_02,South,Oncor,Industrial Demand,111780.81,5401.55,76023.47,11964.34,87987.81
2024-05-08,DC_TX_02,South,Oncor,Industrial Demand,110740.68,5881.0,79327.75,11306.26,90634.01
2024-05-09,DC_TX_02,South,Oncor,Industrial Demand,114842.26,5702.1,74514.09,9663.8,84177.89
2024-05-10,DC_TX_02,South,Oncor,Industrial Demand,106737.27,5539.61,85835.18,9053.78,94888.96
2024-05-11,DC_TX_02,South,Oncor,Industrial Demand,113903.87,5947.22,100399.75,7739.25,108139.0
2024-05-12,DC_TX_02,South,Oncor,Industrial Demand,107226.51,5585.94,109780.07,9955.74,119735.81
2024-05-13,DC_TX_02,South,Oncor,Industrial Demand,106424.17,4928.37,69458.76,7887.03,77345.79
2024-05-14,DC_TX_02,South,Oncor,Industrial Demand,108337.13,5783.63,81986.37,7851.98,89838.36
2024-05-15,DC_TX_02,South,Oncor,Industrial Demand,113959.76,5650.26,70757.78,11263.27,82021.05
2024-05-16,DC_TX_02,South,Oncor,Industrial Demand,110867.07,5112.46,98422.57,6999.33,105421.91
2024-05-17,DC_TX_02,South,Oncor,Industrial Demand,106927.55,5375.27,79439.7,8613.53,88053.23
2024-05-18,DC_TX_02,South,Oncor,Industrial Demand,115283.69,5304.8,104542.55,10743.23,115285.77
2024-05-19,DC_TX_02,South,Oncor,Industrial Demand,111437.85,5977.55,91757.42,6977.45,98734.86
2024-05-20,DC_TX_02,South,Oncor,Industrial Demand,108034.27,5609.52,78826.3,11782.74,90609.04
2024-05-21,DC_TX_02,South,Oncor,Industrial Demand,112309.86,5332.94,83788.24,9913.2,93701.44
2024-05-22,DC_TX_02,South,Oncor,Industrial Demand,115734.58,5891.4,76074.25,8966.57,85040.82
2024-05-23,DC_TX_02,South,Oncor,Industrial Demand,106578.19,5084.95,95622.1,7732.07,103354.17
2024-05-24,DC_TX_02,South,Oncor,Industrial Demand,111014.33,5572.36,105212.3,7297.91,112510.21
2024-05-25,DC_TX_02,South,Oncor,Industrial Demand,112702.61,5229.09,85486.76,10750.9,96237.66
2024-05-26,DC_TX_02,South,Oncor,Industrial Demand,105544.22,5240.54,69836.4,8890.5,78726.9
2024-05-27,DC_TX_02,South,Oncor,Industrial Demand,114960.23,6083.29,95497.68,10743.16,106240.84
2024-05-28,DC_TX_02,South,Oncor,Industrial Demand,108986.54,5586.44,69820.41,9511.43,79331.84
2024-05-29,DC_TX_02,South,Oncor,Industrial Demand,109993.91,5780.55,71769.3,9125.31,80894.61
2024-05-30,DC_TX_02,South,Oncor,Industrial Demand,112896.63,5363.87,71434.19,8233.67,79667.85
2024-05-31,DC_TX_02,South,Oncor,Industrial Demand,107789.18,5620.08,76652.61,9266.56,85919.17
2024-06-01,DC_TX_02,South,Oncor,Industrial Demand,113684.45,6043.83,84071.87,11769.63,95841.5
2024-06-02,DC_TX_02,South,Oncor,Industrial Demand,108904.81,5885.39,71903.78,10738.08,82641.87
2024-06-03,DC_TX_02,South,Oncor,Industrial Demand,104576.17,5197.38,84767.2,11028.71,95795.91
2024-06-04,DC_TX_02,South,Oncor,Industrial Demand,109195.67,5100.78,94756.28,10137.62,104893.9
2024-06-05,DC_TX_02,South,Oncor,Industrial Demand,107803.12,5637.75,76843.34,11666.87,88510.2
2024-06-06,DC_TX_02,South,Oncor,Industrial Demand,109248.91,5268.65,87568.97,10885.86,98454.83
2024-06-07,DC_TX_02,South,Oncor,Industrial Demand,110345.34,5791.21,111890.39,8805.39,120695.78
2024-06-08,DC_TX_02,South,Oncor,Industrial Demand,109123.24,5145.12,94392.83,10344.33,104737.16
2024-06-09,DC_TX_02,South,Oncor,Industrial Demand,106655.85,5650.25,80319.68,11231.62,91551.3
2024-06-10,DC_TX_02,South,Oncor,Industrial Demand,113775.63,5348.13,72059.62,7975.76,80035.38
2024-06-11,DC_TX_02,South,Oncor,Industrial Demand,112679.4,5778.85,89702.7,7617.71,97320.41
2024-06-12,DC_TX_02,South,Oncor,Industrial Demand,109535.73,5096.57,93923.88,11404.95,105328.83
2024-06-13,DC_TX_02,South,Oncor,Industrial Demand,108221.37,5832.34,115905.49,8753.82,124659.3
2024-06-14,DC_TX_02,South,Oncor,Industrial Demand,109856.05,5616.09,107016.95,7502.92,114519.88
2024-06-15,DC_TX_02,South,Oncor,Industrial Demand,107135.02,5055.2,83299.75,6495.64,89795.39
2024-06-16,DC_TX_02,South,Oncor,Industrial Demand,108087.63,5601.96,70782.18,11296.55,82078.73
2024-06-17,DC_TX_02,South,Oncor,Industrial Demand,110158.53,5220.97,96862.17,11336.29,108198.46
2024-06-18,DC_TX_02,South,Oncor,Industrial Demand,107977.72,5588.07,88120.13,8175.8,96295.93
2024-06-19,DC_TX_02,South,Oncor,Industrial Demand,110865.87,5505.66,87835.64,8635.33,96470.97
2024-06-20,DC_TX_02,South,Oncor,Industrial Demand,110804.0,5388.04,95347.3,7610.91,102958.21
2024-06-21,DC_TX_02,South,Oncor,Industrial Demand,110646.02,5164.07,67834.05,7965.82,75799.87
2024-06-22,DC_TX_02,South,Oncor,Industrial Demand,105395.61,5226.17,89938.17,10269.89,100208.06
2024-06-23,DC_TX_02,South,Oncor,Industrial Demand,108184.93,5276.16,83206.55,11042.69,94249.25
2024-06-24,DC_TX_02,South,Oncor,Industrial Demand,111876.01,5718.86,99562.06,7418.86,106980.92
2024-06-25,DC_TX_02,South,Oncor,Industrial Demand,104764.35,5400.89,72366.78,6650.66,79017.43
2024-06-26,DC_TX_02,South,Oncor,Industrial Demand,110285.51,5263.54,74922.34,11232.81,86155.15
2024-06-27,DC_TX_02,South,Oncor,Industrial Demand,107884.12,5568.75,80426.65,9238.41,89665.06
2024-06-28,DC_TX_02,South,Oncor,Industrial Demand,103178.74,4757.56,81950.45,7758.76,89709.22
2024-06-29,DC_TX_02,South,Oncor,Industrial Demand,110748.38,5880.0,107648.65,10886.92,118535.58
2024-06-30,DC_TX_02,South,Oncor,Industrial Demand,107712.75,5170.47,89789.64,11348.59,101138.23
2024-07-01,DC_TX_02,South,Oncor,Industrial Demand,106470.4,4978.37,78075.09,8768.13,86843.23
2024-07-02,DC_TX_02,South,Oncor,Industrial Demand,109550.18,5520.1,109377.39,8656.66,118034.05
2024-07-03,DC_TX_02,South,Oncor,Industrial Demand,101453.54,5007.2,89725.11,6300.39,96025.5
2024-07-04,DC_TX_02,South,Oncor,Industrial Demand,109836.61,5290.5,75853.81,11304.06,87157.88
2024-07-05,DC_TX_02,South,Oncor,Industrial Demand,109620.1,5713.0,69378.96,10988.9,80367.87
2024-07-06,DC_TX_02,South,Oncor,Industrial Demand,110027.95,5709.23,106392.44,8278.23,114670.67
2024-07-07,DC_TX_02,South,Oncor,Industrial Demand,102732.59,5455.75,96182.01,6742.24,102924.25
2024-07-08,DC_TX_02,South,Oncor,Industrial Demand,105320.52,4911.92,59430.41,7593.05,67023.46
2024-07-09,DC_TX_02,South,Oncor,Industrial Demand,104433.08,5048.7,72589.72,9390.4,81980.12
2024-07-10,DC_TX_02,South,Oncor,Industrial Demand,102533.82,5334.49,102545.7,6398.84,108944.54
2024-07-11,DC_TX_02,South,Oncor,Industrial Demand,108175.47,5560.04,106410.44,9699.13,116109.57
2024-07-12,DC_TX_02,South,Oncor,Industrial Demand,101078.23,4699.27,86262.73,7275.16,93537.89
2024-07-13,DC_TX_02,South,Oncor,Industrial Demand,99380.2,5037.59,94936.21,10909.15,105845.36
2024-07-14,DC_TX_02,South,Oncor,Industrial Demand,104322.25,4836.76,81218.09,10595.87,91813.97
2024-07-15,DC_TX_02,South,Oncor,Industrial Demand,99964.76,4659.9,80866.14,10544.42,91410.55
2024-07-16,DC_TX_02,South,Oncor,Industrial Demand,107257.33,5701.6,92021.41,9501.78,101523.18
2024-07-17,DC_TX_02,South,Oncor,Industrial Demand,102987.06,4992.25,90814.24,8417.11,99231.35
2024-07-18,DC_TX_02,South,Oncor,Industrial Demand,104635.55,5574.04,93960.07,8597.8,102557.87
2024-07-19,DC_TX_02,South,Oncor,Industrial Demand,104810.25,5320.6,73953.54,9970.78,83924.32
2024-07-20,DC_TX_02,South,Oncor,Industrial Demand,103452.45,4831.42,76826.09,8196.08,85022.17
2024-07-21,DC_TX_02,South,Oncor,Industrial Demand,104769.37,5631.82,101084.09,9432.65,110516.74
2024-07-22,DC_TX_02,South,Oncor,Industrial Demand,103137.7,5272.14,73995.25,6554.05,80549.31
2024-07-23,DC_TX_02,South,Oncor,Industrial Demand,101526.58,5053.06,66297.08,6323.32,72620.4
2024-07-24,DC_TX_02,South,Oncor,Industrial Demand,100530.57,5421.56,85965.99,7697.36,93663.35
2024-07-25,DC_TX_02,South,Oncor,Industrial Demand,99582.12,5071.04,69249.78,7372.48,76622.26
2024-07-26,DC_TX_02,South,Oncor,Industrial Demand,102752.25,4714.19,64832.17,6204.51,71036.68
2024-07-27,DC_TX_02,South,Oncor,Industrial Demand,97715.53,4566.59,84119.78,7518.53,91638.31
2024-07-28,DC_TX_02,South,Oncor,Industrial Demand,103081.16,5164.94,100478.89,7697.53,108176.42
2024-07-29,DC_TX_02,South,Oncor,Industrial Demand,101173.7,4710.56,60816.62,9191.97,70008.59
2024-07-30,DC_TX_02,South,Oncor,Industrial Demand,100530.09,5032.71,80263.6,10426.09,90689.69
2024-07-31,DC_TX_02,South,Oncor,Industrial Demand,104058.93,5630.3,79938.12,6927.67,86865.79
2024-08-01,DC_TX_02,South,Oncor,Industrial Demand,100808.78,4974.77,95818.47,8120.25,103938.73
2024-08-02,DC_TX_02,South,Oncor,Industrial Demand,103949.51,5290.95,98360.43,7844.93,106205.36
2024-08-03,DC_TX_02,South,Oncor,Industrial Demand,106287.42,5598.87,95691.39,6385.56,102076.95
2024-08-04,DC_TX_02,South,Oncor,Industrial Demand,96994.42,4653.8,78325.11,6108.34,84433.45
2024-08-05,DC_TX_02,South,Oncor,Industrial Demand,103338.83,4834.95,75666.52,8183.6,83850.12
2024-08-06,DC_TX_02,South,Oncor,Industrial Demand,100013.8,4684.83,84371.16,8095.86,92467.02
2024-08-07,DC_TX_02,South,Oncor,Industrial Demand,96894.44,4505.74,88014.19,7532.43,95546.62
2024-08-08,DC_TX_02,South,Oncor,Industrial Demand,102840.73,5295.16,88690.12,8031.45,96721.57
2024-08-09,DC_TX_02,South,Oncor,Industrial Demand,96086.66,4913.31,83037.79,10152.93,93190.73
2024-08-10,DC_TX_02,South,Oncor,Industrial Demand,104710.27,5430.95,104380.81,6913.8,111294.61
2024-08-11,DC_TX_02,South,Oncor,Industrial Demand,96470.19,4850.82,58664.09,6473.81,65137.9
2024-08-12,DC_TX_02,South,Oncor,Industrial Demand,99962.79,4827.4,80219.85,8426.87,88646.72
2024-08-13,DC_TX_02,South,Oncor,Industrial Demand,96063.75,4501.39,66374.52,8447.09,74821.61
2024-08-14,DC_TX_02,South,Oncor,Industrial Demand,102871.1,5274.11,92507.56,10521.68,103029.24
2024-08-15,DC_TX_02,South,Oncor,Industrial Demand,99774.52,5132.54,74167.81,7360.27,81528.08
2024-08-16,DC_TX_02,South,Oncor,Industrial Demand,103294.09,5118.58,95100.1,10321.04,105421.15
2024-08-17,DC_TX_02,South,Oncor,Industrial Demand,103896.08,5555.53,80838.11,8472.65,89310.76
2024-08-18,DC_TX_02,South,Oncor,Industrial Demand,101051.99,4944.11,87237.34,9100.11,96337.45
2024-08-19,DC_TX_02,South,Oncor,Industrial Demand,102035.99,4995.13,77145.98,6973.45,84119.43
2024-08-20,DC_TX_02,South,Oncor,Industrial Demand,96495.78,5138.48,68011.25,7458.53,75469.78
2024-08-21,DC_TX_02,South,Oncor,Industrial Demand,95252.64,4878.38,71833.36,8748.49,80581.85
2024-08-22,DC_TX_02,South,Oncor,Industrial Demand,95646.39,4710.29,82038.94,7227.12,89266.06
2024-08-23,DC_TX_02,South,Oncor,Industrial Demand,100912.83,4931.77,98163.43,7154.18,105317.61
2024-08-24,DC_TX_02,South,Oncor,Industrial Demand,99330.45,5122.37,81367.36,6657.89,88025.25
2024-08-25,DC_TX_02,South,Oncor,Industrial Demand,95013.24,4754.98,71674.94,10280.52,81955.46
2024-08-26,DC_TX_02,South,Oncor,Industrial Demand,95068.32,4381.82,58191.47,7548.36,65739.83
2024-08-27,DC_TX_02,South,Oncor,Industrial Demand,94855.74,4945.31,70787.03,7866.02,78653.05
2024-08-28,DC_TX_02,South,Oncor,Industrial Demand,103529.1,4845.28,70313.44,11160.02,81473.46
2024-08-29,DC_TX_02,South,Oncor,Industrial Demand,103356.47,5256.49,104457.49,10473.67,114931.16
2024-08-30,DC_TX_02,South,Oncor,Industrial Demand,97336.45,5240.87,79053.73,7735.73,86789.46
2024-08-31,DC_TX_02,South,Oncor,Industrial Demand,97805.25,4924.01,80899.99,6622.12,87522.11
2024-09-01,DC_TX_02,South,Oncor,Industrial Demand,99759.82,5205.72,80811.13,10143.83,90954.95
2024-09-02,DC_TX_02,South,Oncor,Industrial Demand,97339.22,4671.74,58215.44,6787.58,65003.02
2024-09-03,DC_TX_02,South,Oncor,Industrial Demand,97697.6,4697.83,77334.09,10582.69,87916.78
2024-09-04,DC_TX_02,South,Oncor,Industrial Demand,97708.31,4950.94,76998.68,6542.53,83541.21
2024-09-05,DC_TX_02,South,Oncor,Industrial Demand,100440.85,5012.75,100008.3,8044.2,108052.5
2024-09-06,DC_TX_02,South,Oncor,Industrial Demand,102927.75,5252.24,89105.68,9105.9,98211.59
2024-09-07,DC_TX_02,South,Oncor,Industrial Demand,96166.69,4724.3,74664.56,5959.74,80624.3
2024-09-08,DC_TX_02,South,Oncor,Industrial Demand,99527.65,4750.58,91570.43,10769.03,102339.46
2024-09-09,DC_TX_02,South,Oncor,Industrial Demand,101278.93,5092.12,66427.88,10482.21,76910.09
2024-09-10,DC_TX_02,South,Oncor,Industrial Demand,101935.39,4778.07,67877.92,10164.03,78041.95
2024-09-11,DC_TX_02,South,Oncor,Industrial Demand,102775.08,5519.06,86656.96,6931.13,93588.09
2024-09-12,DC_TX_02,South,Oncor,Industrial Demand,103789.1,5175.1,86475.22,10708.69,97183.9
2024-09-13,DC_TX_02,South,Oncor,Industrial Demand,97780.4,4714.47,85305.41,6860.39,92165.8
2024-09-14,DC_TX_02,South,Oncor,Industrial Demand,97883.31,4903.36,81485.23,8282.52,89767.75
2024-09-15,DC_TX_02,South,Oncor,Industrial Demand,102620.81,5542.16,103195.78,8248.58,111444.36
2024-09-16,DC_TX_02,South,Oncor,Industrial Demand,101618.35,5143.18,69966.82,10954.7,80921.52
2024-09-17,DC_TX_02,South,Oncor,Industrial Demand,95132.35,5037.23,94577.74,7796.81,102374.55
2024-09-18,DC_TX_02,South,Oncor,Industrial Demand,102896.71,4769.65,74342.47,10719.08,85061.56
2024-09-19,DC_TX_02,South,Oncor,Industrial Demand,99115.63,5060.34,61497.98,10537.89,72035.87
2024-09-20,DC_TX_02,South,Oncor,Industrial Demand,98793.61,5094.23,89354.09,9497.56,98851.64
2024-09-21,DC_TX_02,South,Oncor,Industrial Demand,95416.24,4611.3,85011.69,7436.34,92448.03
2024-09-22,DC_TX_02,South,Oncor,Industrial Demand,96862.16,4609.59,55641.97,10448.75,66090.73
2024-09-23,DC_TX_02,South,Oncor,Industrial Demand,104005.89,5353.55,76860.65,10548.64,87409.29
2024-09-24,DC_TX_02,South,Oncor,Industrial Demand,94284.17,4901.1,87846.43,9589.38,97435.81
2024-09-25,DC_TX_02,South,Oncor,Industrial Demand,95583.57,4981.04,86014.24,9409.83,95424.07
2024-09-26,DC_TX_02,South,Oncor,Industrial Demand,101792.26,5383.05,68412.27,9230.54,77642.82
2024-09-27,DC_TX_02,South,Oncor,Industrial Demand,99064.0,4604.54,70250.72,7962.48,78213.2
2024-09-28,DC_TX_02,South,Oncor,Industrial Demand,94916.88,4626.26,85428.06,6221.79,91649.85
2024-09-29,DC_TX_02,South,Oncor,Industrial Demand,103706.54,4815.71,77921.2,11174.98,89096.18
2024-09-30,DC_TX_02,South,Oncor,Industrial Demand,97315.12,4522.61,83017.56,8274.82,91292.38
2024-10-01,DC_TX_02,South,Oncor,Industrial Demand,101409.12,4690.36,71401.33,6454.19,77855.52
2024-10-02,DC_TX_02,South,Oncor,Industrial Demand,97366.26,4651.17,85711.19,7209.99,92921.18
2024-10-03,DC_TX_02,South,Oncor,Industrial Demand,103722.63,5104.11,74376.86,10922.57,85299.43
2024-10-04,DC_TX_02,South,Oncor,Industrial Demand,99275.29,4737.11,93945.65,9135.69,103081.34
2024-10-05,DC_TX_02,South,Oncor,Industrial Demand,100599.48,4910.78,63758.39,9294.47,73052.87
2024-10-06,DC_TX_02,South,Oncor,Industrial Demand,103503.81,5177.85,86402.37,8535.7,94938.07
2024-10-07,DC_TX_02,South,Oncor,Industrial Demand,100941.41,4686.86,65313.48,9501.7,74815.19
2024-10-08,DC_TX_02,South,Oncor,Industrial Demand,101900.96,5368.94,88157.97,10210.26,98368.24
2024-10-09,DC_TX_02,South,Oncor,Industrial Demand,100040.15,4704.28,66665.71,9880.7,76546.41
2024-10-10,DC_TX_02,South,Oncor,Industrial Demand,99881.38,4814.51,82022.23,6661.23,88683.46
2024-10-11,DC_TX_02,South,Oncor,Industrial Demand,95536.9,4974.8,59702.98,7249.28,66952.26
2024-10-12,DC_TX_02,South,Oncor,Industrial Demand,100186.79,4631.01,81764.26,7394.63,89158.89
2024-10-13,DC_TX_02,South,Oncor,Industrial Demand,95780.67,5059.88,70709.81,5765.13,76474.94
2024-10-14,DC_TX_02,South,Oncor,Industrial Demand,102664.48,4976.04,74052.73,6682.91,80735.64
2024-10-15,DC_TX_02,South,Oncor,Industrial Demand,98037.39,5181.86,94887.38,7418.23,102305.61
2024-10-16,DC_TX_02,South,Oncor,Industrial Demand,104372.2,5161.05,77511.4,11010.97,88522.37
2024-10-17,DC_TX_02,South,Oncor,Industrial Demand,105200.26,4899.96,78156.81,9925.75,88082.56
2024-10-18,DC_TX_02,South,Oncor,Industrial Demand,99505.5,5085.32,61201.36,9472.21,70673.58
2024-10-19,DC_TX_02,South,Oncor,Industrial Demand,97385.69,5042.18,99474.08,9087.96,108562.04
2024-10-20,DC_TX_02,South,Oncor,Industrial Demand,103481.22,5562.78,80017.38,9843.86,89861.24
2024-10-21,DC_TX_02,South,Oncor,Industrial Demand,96975.47,5076.52,62875.22,8941.86,71817.08
2024-10-22,DC_TX_02,South,Oncor,Industrial Demand,99659.31,5362.34,82911.53,8473.04,91384.57
2024-10-23,DC_TX_02,South,Oncor,Industrial Demand,100763.07,4793.7,71706.66,7903.39,79610.04
2024-10-24,DC_TX_02,South,Oncor,Industrial Demand,96776.33,5054.6,93901.55,7821.97,101723.52
2024-10-25,DC_TX_02,South,Oncor,Industrial Demand,104988.71,4997.46,78851.15,9750.06,88601.21
2024-10-26,DC_TX_02,South,Oncor,Industrial Demand,105422.42,5021.39,84670.82,9898.18,94569.0
2024-10-27,DC_TX_02,South,Oncor,Industrial Demand,99609.47,4678.82,83792.02,9222.04,93014.07
2024-10-28,DC_TX_02,South,Oncor,Industrial Demand,99946.33,5117.95,90616.58,7971.37,98587.96
2024-10-29,DC_TX_02,South,Oncor,Industrial Demand,98892.52,5266.2,78689.13,7354.68,86043.82
2024-10-30,DC_TX_02,South,Oncor,Industrial Demand,97586.11,4563.38,64529.58,8372.21,72901.79
2024-10-31,DC_TX_02,South,Oncor,Industrial Demand,105669.38,4856.12,71378.94,8343.09,79722.03
2024-11-01,DC_TX_02,South,Oncor,Industrial Demand,97462.62,4568.05,72828.0,7863.49,80691.49
2024-11-02,DC_TX_02,South,Oncor,Industrial Demand,101549.99,5103.68,61649.35,9114.78,70764.13
2024-11-03,DC_TX_02,South,Oncor,Industrial Demand,102312.91,5510.83,96000.5,8793.96,104794.46
2024-11-04,DC_TX_02,South,Oncor,Industrial Demand,100900.01,5275.38,85304.87,9953.39,95258.26
2024-11-05,DC_TX_02,South,Oncor,Industrial Demand,107893.15,5057.99,91859.43,6565.02,98424.44
2024-11-06,DC_TX_02,South,Oncor,Industrial Demand,106317.67,4979.39,60451.94,7790.87,68242.81
2024-11-07,DC_TX_02,South,Oncor,Industrial Demand,101175.53,5289.07,78197.67,8690.78,86888.44
2024-11-08,DC_TX_02,South,Oncor,Industrial Demand,102147.93,4682.93,80413.77,7660.08,88073.85
2024-11-09,DC_TX_02,South,Oncor,Industrial Demand,108556.69,5741.8,110176.43,6641.47,116817.9
2024-11-10,DC_TX_02,South,Oncor,Industrial Demand,106751.56,5587.0,84833.24,8849.68,93682.92
2024-11-11,DC_TX_02,South,Oncor,Industrial Demand,101934.51,4727.8,66060.78,7279.32,73340.11
2024-11-12,DC_TX_02,South,Oncor,Industrial Demand,103992.84,5414.08,67474.34,8703.21,76177.56
2024-11-13,DC_TX_02,South,Oncor,Industrial Demand,109112.48,5858.18,116757.18,10830.45,127587.63
2024-11-14,DC_TX_02,South,Oncor,Industrial Demand,104980.91,5653.89,84386.89,6695.71,91082.6
2024-11-15,DC_TX_02,South,Oncor,Industrial Demand,101823.19,4833.07,82062.12,6826.24,88888.36
2024-11-16,DC_TX_02,South,Oncor,Industrial Demand,107833.86,5462.05,100987.85,7262.41,108250.26
2024-11-17,DC_TX_02,South,Oncor,Industrial Demand,106499.03,5225.7,73573.87,9979.65,83553.53
2024-11-18,DC_TX_02,South,Oncor,Industrial Demand,103630.68,5542.07,87342.51,7723.1,95065.61
2024-11-19,DC_TX_02,South,Oncor,Industrial Demand,109566.3,5667.98,74694.99,6914.75,81609.73
2024-11-20,DC_TX_02,South,Oncor,Industrial Demand,100446.98,5131.94,67095.98,8275.19,75371.17
2024-11-21,DC_TX_02,South,Oncor,Industrial Demand,110689.9,5561.85,89016.52,7980.15,96996.67
2024-11-22,DC_TX_02,South,Oncor,Industrial Demand,107946.46,5016.13,92576.26,7959.45,100535.72
2024-11-23,DC_TX_02,South,Oncor,Industrial Demand,105814.12,5331.78,65853.84,8638.75,74492.59
2024-11-24,DC_TX_02,South,Oncor,Industrial Demand,102887.74,5097.69,63210.56,7249.4,70459.95
2024-11-25,DC_TX_02,South,Oncor,Industrial Demand,110315.86,5958.15,112193.68,10993.76,123187.44
2024-11-26,DC_TX_02,South,Oncor,Industrial Demand,104100.78,5604.64,109914.97,7271.05,117186.03
2024-11-27,DC_TX_02,South,Oncor,Industrial Demand,112364.99,5816.5,96299.85,12254.21,108554.06
2024-11-28,DC_TX_02,South,Oncor,Industrial Demand,104698.6,5179.96,65188.0,9389.17,74577.16
2024-11-29,DC_TX_02,South,Oncor,Industrial Demand,108806.27,5876.61,107781.43,7562.62,115344.06
2024-11-30,DC_TX_02,South,Oncor,Industrial Demand,112099.34,6019.46,97344.7,12107.49,109452.19
2024-12-01,DC_TX_02,South,Oncor,Industrial Demand,113073.9,5896.15,93248.86,7698.48,100947.34
2024-12-02,DC_TX_02,South,Oncor,Industrial Demand,110502.12,5292.44,91732.9,10169.59,101902.49
2024-12-03,DC_TX_02,South,Oncor,Industrial Demand,104706.14,5292.1,84626.81,10322.07,94948.88
2024-12-04,DC_TX_02,South,Oncor,Industrial Demand,103285.2,4741.68,92033.98,8040.9,100074.88
2024-12-05,DC_TX_02,South,Oncor,Industrial Demand,105854.13,5411.23,78859.82,7526.63,86386.45
2024-12-06,DC_TX_02,South,Oncor,Industrial Demand,112825.96,5856.48,90363.2,7307.73,97670.93
2024-12-07,DC_TX_02,South,Oncor,Industrial Demand,104113.46,5189.09,67188.49,9695.22,76883.71
2024-12-08,DC_TX_02,South,Oncor,Industrial Demand,107174.12,5267.46,105065.01,11357.94,116422.95
2024-12-09,DC_TX_02,South,Oncor,Industrial Demand,104721.8,5463.87,82721.12,8229.69,90950.81
2024-12-10,DC_TX_02,South,Oncor,Industrial Demand,112740.95,6030.16,100203.1,12124.89,112327.98
2024-12-11,DC_TX_02,South,Oncor,Industrial Demand,108603.15,5690.4,93963.2,7879.17,101842.37
